n,tau,d,semilla,auc_cv,auc_resub,C,l1_ratio,n_coef_no_cero,tasa,lote
41,1.0,0.0,20261011,0.6147342995169083,0.7596618357487923,0.1,0.5,2,0.5609756097560976,extra
41,1.0,0.0,20261011,0.3228021978021978,0.5,0.01,0.5,0,0.6829268292682927,extra
41,1.0,0.0,20261011,0.5134803921568627,0.5,0.01,0.5,0,0.5853658536585366,extra
41,1.0,0.0,20261011,0.5673076923076923,0.8708791208791209,1.0,0.5,7,0.6829268292682927,extra
41,1.0,0.0,20261011,0.33816425120772947,0.5,0.01,0.5,0,0.43902439024390244,extra
41,1.0,0.0,20261011,0.44125000000000003,0.67,0.01,0.0,9,0.6097560975609756,extra
41,1.0,0.0,20261011,0.5928571428571429,0.8166666666666667,1.0,1.0,4,0.5121951219512195,extra
41,1.0,0.0,20261011,0.45000000000000007,0.5,0.01,0.5,0,0.6097560975609756,extra
41,1.0,0.0,20261011,0.46703296703296704,0.5,0.01,0.5,0,0.6829268292682927,extra
41,1.0,0.0,20261011,0.638755980861244,0.7559808612440192,0.1,0.5,1,0.4634146341463415,extra
41,1.0,0.0,20261011,0.53,0.7,0.01,0.0,9,0.6097560975609756,extra
41,1.0,0.0,20261011,0.6038647342995168,0.7294685990338164,0.1,0.0,9,0.5609756097560976,extra
41,1.0,0.0,20261011,0.482051282051282,0.7589743589743589,1.0,1.0,5,0.6341463414634146,extra
41,1.0,0.0,20261011,0.3969696969696969,0.7484848484848484,1.0,1.0,4,0.7317073170731707,extra
41,1.0,0.0,20261011,0.4097222222222222,0.8402777777777778,1.0,0.5,6,0.7804878048780488,extra
41,1.0,0.0,20261011,0.31538461538461543,0.8,0.1,0.0,9,0.6341463414634146,extra
41,1.0,0.0,20261011,0.7010582010582009,0.791005291005291,0.1,0.5,1,0.6585365853658537,extra
41,1.0,0.0,20261011,0.4712918660287081,0.6889952153110047,0.01,0.0,9,0.5365853658536586,extra
41,1.0,0.0,20261011,0.4192307692307693,0.5,0.01,0.5,0,0.6341463414634146,extra
41,1.0,0.0,20261011,0.815,0.9375,1.0,0.0,9,0.6097560975609756,extra
41,1.0,0.0,20261011,0.3791208791208791,0.5,0.01,0.5,0,0.6829268292682927,extra
41,1.0,0.0,20261011,0.3637566137566137,0.5,0.01,0.5,0,0.6585365853658537,extra
41,1.0,0.0,20261011,0.4576719576719577,0.8386243386243386,1.0,0.0,9,0.6585365853658537,extra
41,1.0,0.0,20261011,0.435,0.8025,1.0,1.0,5,0.6097560975609756,extra
41,1.0,0.0,20261011,0.5129310344827586,0.6551724137931035,0.01,0.0,9,0.7073170731707317,extra
41,1.0,0.0,20261011,0.58,0.8,1.0,1.0,5,0.6097560975609756,extra
41,1.0,0.0,20261011,0.35,0.5,0.01,0.5,0,0.4878048780487805,extra
41,1.0,0.0,20261011,0.5,0.8045977011494253,1.0,1.0,6,0.7073170731707317,extra
41,1.0,0.0,20261011,0.5666666666666668,0.8051282051282052,0.01,0.0,9,0.6341463414634146,extra
41,1.0,0.0,20261011,0.34195402298850575,0.5,0.01,0.5,0,0.7073170731707317,extra
41,1.0,0.0,20261011,0.40769230769230774,0.8,1.0,0.5,8,0.6341463414634146,extra
41,1.0,0.0,20261011,0.5205128205128204,0.7871794871794872,0.1,0.0,9,0.6341463414634146,extra
41,1.0,0.0,20261011,0.6051282051282051,0.7397435897435898,0.1,0.5,2,0.6341463414634146,extra
41,1.0,0.0,20261011,0.4625,0.6325000000000001,0.01,0.0,9,0.6097560975609756,extra
41,1.0,0.0,20261011,0.4791666666666667,0.5,0.01,0.5,0,0.5853658536585366,extra
41,1.0,0.0,20261011,0.3987179487179487,0.7282051282051283,0.1,0.0,9,0.6341463414634146,extra
41,1.0,0.0,20261011,0.3971291866028708,0.8516746411483254,1.0,0.5,8,0.5365853658536586,extra
41,1.0,0.0,20261011,0.2526455026455027,0.5,0.01,0.5,0,0.6585365853658537,extra
41,1.0,0.0,20261011,0.4595588235294117,0.5,0.01,0.5,0,0.5853658536585366,extra
41,1.0,0.0,20261011,0.49264705882352944,0.8161764705882353,1.0,0.0,9,0.5853658536585366,extra
41,1.0,0.0,20261011,0.5807692307692307,0.7205128205128205,0.01,0.0,9,0.6341463414634146,extra
41,1.0,0.0,20261011,0.6043956043956044,0.6730769230769231,0.01,0.0,9,0.6829268292682927,extra
41,1.0,0.0,20261011,0.4425,0.7050000000000001,0.1,0.0,9,0.6097560975609756,extra
41,1.0,0.0,20261011,0.5096153846153846,0.7142857142857143,1.0,1.0,3,0.6829268292682927,extra
41,1.0,0.0,20261011,0.7420634920634921,0.9179894179894179,1.0,0.0,9,0.6585365853658537,extra
41,1.0,0.0,20261011,0.5686274509803921,0.6715686274509804,0.01,0.0,9,0.5853658536585366,extra
41,1.0,0.0,20261011,0.47619047619047616,0.746031746031746,1.0,0.0,9,0.6585365853658537,extra
41,1.0,0.0,20261011,0.4880952380952381,0.5,0.1,0.5,0,0.5121951219512195,extra
41,1.0,0.0,20261011,0.38875000000000004,0.7075,1.0,1.0,4,0.6097560975609756,extra
41,1.0,0.0,20261011,0.6461538461538462,0.8974358974358975,1.0,0.0,9,0.6341463414634146,extra
41,1.0,0.0,20261011,0.48484848484848486,0.6666666666666667,0.01,0.0,9,0.7317073170731707,extra
41,1.0,0.0,20261011,0.6411483253588517,0.7966507177033493,0.1,0.0,9,0.4634146341463415,extra
41,1.0,0.0,20261011,0.46840659340659335,0.5,0.01,0.5,0,0.6829268292682927,extra
41,1.0,0.0,20261011,0.36874999999999997,0.67875,1.0,1.0,3,0.6097560975609756,extra
41,1.0,0.0,20261011,0.4251207729468599,0.7053140096618358,0.01,0.0,9,0.5609756097560976,extra
41,1.0,0.0,20261011,0.48333333333333334,0.5,0.01,0.5,0,0.6341463414634146,extra
41,1.0,0.0,20261011,0.6414835164835164,0.7403846153846153,0.1,0.5,1,0.6829268292682927,extra
41,1.0,0.0,20261011,0.4313725490196078,0.6642156862745098,0.01,0.0,9,0.5853658536585366,extra
41,1.0,0.0,20261011,0.5164835164835165,0.7912087912087912,1.0,1.0,6,0.6829268292682927,extra
41,1.0,0.0,20261011,0.8727272727272727,0.9333333333333335,0.01,0.0,9,0.7317073170731707,extra
41,1.0,0.0,20261011,0.43205128205128207,0.5,0.01,0.5,0,0.6341463414634146,extra
41,1.0,0.0,20261011,0.4468599033816425,0.7971014492753623,1.0,0.0,9,0.5609756097560976,extra
41,1.0,0.0,20261011,0.54,0.675,0.01,0.0,9,0.6097560975609756,extra
41,1.0,0.0,20261011,0.50875,0.5,0.01,0.5,0,0.6097560975609756,extra
41,1.0,0.0,20261011,0.5012254901960784,0.7279411764705883,1.0,0.0,9,0.5853658536585366,extra
41,1.0,0.0,20261011,0.39285714285714285,0.7222222222222222,1.0,0.5,7,0.6585365853658537,extra
41,1.0,0.0,20261011,0.5153846153846154,0.6384615384615384,0.01,0.0,9,0.6341463414634146,extra
41,1.0,0.0,20261011,0.3623188405797102,0.7777777777777778,0.1,0.0,9,0.5609756097560976,extra
41,1.0,0.0,20261011,0.49396135265700486,0.6618357487922705,0.01,0.0,9,0.5609756097560976,extra
41,1.0,0.0,20261011,0.5132275132275133,0.705026455026455,0.1,0.5,1,0.6585365853658537,extra
41,1.0,0.0,20261011,0.441025641025641,0.7333333333333334,1.0,1.0,2,0.6341463414634146,extra
41,1.0,0.0,20261011,0.37922705314009664,0.5,0.01,0.5,0,0.5609756097560976,extra
41,1.0,0.0,20261011,0.6870967741935484,0.9161290322580645,1.0,0.0,9,0.7560975609756098,extra
41,1.0,0.0,20261011,0.3563218390804598,0.5,0.01,0.5,0,0.7073170731707317,extra
41,1.0,0.0,20261011,0.3732057416267943,0.7583732057416268,1.0,0.0,9,0.5365853658536586,extra
41,1.0,0.0,20261011,0.5075757575757576,0.5,0.01,0.5,0,0.8048780487804879,extra
41,1.0,0.0,20261011,0.32875,0.6599999999999999,0.01,0.0,9,0.6097560975609756,extra
41,1.0,0.0,20261011,0.503030303030303,0.7000000000000001,0.01,0.0,9,0.7317073170731707,extra
41,1.0,0.0,20261011,0.5669856459330144,0.7846889952153111,0.01,0.0,9,0.5365853658536586,extra
41,1.0,0.0,20261011,0.49754901960784315,0.5,0.01,0.5,0,0.4146341463414634,extra
41,1.0,0.0,20261011,0.4130434782608696,0.642512077294686,0.01,0.0,9,0.5609756097560976,extra
41,1.0,0.0,20261011,0.5241545893719807,0.6835748792270532,0.01,0.0,9,0.5609756097560976,extra
41,1.0,0.0,20261011,0.48571428571428577,0.7547619047619047,1.0,0.5,7,0.5121951219512195,extra
41,1.0,0.0,20261011,0.42994505494505486,0.5,0.01,0.5,0,0.6829268292682927,extra
41,1.0,0.0,20261011,0.37009803921568624,0.6691176470588235,1.0,0.0,9,0.5853658536585366,extra
41,1.0,0.0,20261011,0.37225274725274726,0.5,0.01,0.5,0,0.6829268292682927,extra
41,1.0,0.0,20261011,0.4093406593406593,0.5,0.01,0.5,0,0.6829268292682927,extra
41,1.0,0.0,20261011,0.47303921568627455,0.7622549019607843,0.1,0.0,9,0.5853658536585366,extra
41,1.0,0.0,20261011,0.5120772946859904,0.7693236714975845,1.0,1.0,3,0.5609756097560976,extra
41,1.0,0.0,20261011,0.5604395604395604,0.5,0.01,0.5,0,0.6829268292682927,extra
41,1.0,0.0,20261011,0.6100000000000001,0.8225,1.0,1.0,6,0.6097560975609756,extra
41,1.0,0.0,20261011,0.43923611111111116,0.5,0.01,0.5,0,0.7804878048780488,extra
41,1.0,0.0,20261011,0.4841269841269841,0.7513227513227514,0.01,0.0,9,0.6585365853658537,extra
41,1.0,0.0,20261011,0.6200980392156863,0.7941176470588236,1.0,0.0,9,0.5853658536585366,extra
41,1.0,0.0,20261011,0.41620879120879123,0.6401098901098901,0.01,0.0,9,0.6829268292682927,extra
41,1.0,0.0,20261011,0.6090909090909091,0.8393939393939394,1.0,1.0,5,0.7317073170731707,extra
41,1.0,0.0,20261011,0.5095693779904307,0.777511961722488,0.1,0.0,9,0.5365853658536586,extra
41,1.0,0.0,20261011,0.5410628019323671,0.6956521739130436,0.01,0.0,9,0.5609756097560976,extra
41,1.0,0.0,20261011,0.6675,0.88,1.0,0.0,9,0.6097560975609756,extra
41,1.0,0.0,20261011,0.5382775119617225,0.6854066985645932,0.1,0.5,2,0.5365853658536586,extra
41,1.0,0.0,20261011,0.48709677419354835,0.5,0.01,0.5,0,0.7560975609756098,extra
41,1.0,0.0,20261011,0.5316091954022988,0.6695402298850575,0.01,0.0,9,0.7073170731707317,extra
41,1.0,0.0,20261011,0.36274509803921573,0.5,0.01,0.5,0,0.5853658536585366,extra
41,1.0,0.0,20261011,0.40608465608465605,0.5,0.01,0.5,0,0.6585365853658537,extra
41,1.0,0.0,20261011,0.49102564102564106,0.676923076923077,0.01,0.0,9,0.6341463414634146,extra
41,1.0,0.0,20261011,0.3390804597701149,0.5,0.01,0.5,0,0.7073170731707317,extra
41,1.0,0.0,20261011,0.4461538461538461,0.5,0.01,0.5,0,0.6341463414634146,extra
41,1.0,0.0,20261011,0.4629629629629629,0.7619047619047619,0.1,0.0,9,0.6585365853658537,extra
41,1.0,0.0,20261011,0.5030303030303029,0.7999999999999999,1.0,0.0,9,0.7317073170731707,extra
41,1.0,0.0,20261011,0.5287081339712919,0.645933014354067,0.01,0.0,9,0.5365853658536586,extra
41,1.0,0.0,20261011,0.44625000000000004,0.6125,0.01,0.0,9,0.6097560975609756,extra
41,1.0,0.0,20261011,0.39224137931034486,0.5,0.01,0.5,0,0.7073170731707317,extra
41,1.0,0.0,20261011,0.503968253968254,0.5,0.01,0.5,0,0.6585365853658537,extra
41,1.0,0.0,20261011,0.4449760765550239,0.5,0.01,0.5,0,0.5365853658536586,extra
41,1.0,0.0,20261011,0.47101449275362317,0.5,0.01,0.5,0,0.5609756097560976,extra
41,1.0,0.0,20261011,0.46125000000000005,0.6399999999999999,0.01,0.0,9,0.6097560975609756,extra
41,1.0,0.0,20261011,0.4269230769230769,0.5,0.01,0.5,0,0.6341463414634146,extra
41,1.0,0.0,20261011,0.6425,0.8300000000000001,1.0,0.5,7,0.6097560975609756,extra
41,1.0,0.0,20261011,0.5714285714285714,0.8214285714285715,1.0,1.0,6,0.6829268292682927,extra
41,1.0,0.0,20261011,0.4475,0.5,0.01,0.5,0,0.6097560975609756,extra
41,1.0,0.0,20261011,0.6547619047619049,0.8166666666666667,1.0,1.0,6,0.5121951219512195,extra
41,1.0,0.0,20261011,0.6084656084656085,0.6984126984126984,0.01,0.0,9,0.6585365853658537,extra
41,1.0,0.0,20261011,0.4285714285714286,0.5,0.01,0.5,0,0.6585365853658537,extra
41,1.0,0.0,20261011,0.4070048309178744,0.5,0.01,0.5,0,0.5609756097560976,extra
41,1.0,0.0,20261011,0.5354838709677419,0.7903225806451613,1.0,0.5,6,0.7560975609756098,extra
41,1.0,0.0,20261011,0.3997252747252747,0.5,0.01,0.5,0,0.6829268292682927,extra
41,1.0,0.0,20261011,0.3961538461538462,0.5,0.01,0.5,0,0.6341463414634146,extra
41,1.0,0.0,20261011,0.6543062200956938,0.7619617224880384,0.1,0.5,1,0.5365853658536586,extra
41,1.0,0.0,20261011,0.47625,0.5,0.01,0.5,0,0.6097560975609756,extra
41,1.0,0.0,20261011,0.5976190476190477,0.8928571428571428,1.0,0.0,9,0.4878048780487805,extra
41,1.0,0.0,20261011,0.3952380952380953,0.5,0.01,0.5,0,0.4878048780487805,extra
41,1.0,0.0,20261011,0.44642857142857134,0.5,0.01,0.5,0,0.6829268292682927,extra
41,1.0,0.0,20261011,0.39814814814814814,0.5,0.01,0.5,0,0.6585365853658537,extra
41,1.0,0.0,20261011,0.25625000000000003,0.5,0.01,0.5,0,0.6097560975609756,extra
41,1.0,0.0,20261011,0.4432367149758454,0.7729468599033816,0.1,0.0,9,0.43902439024390244,extra
41,1.0,0.0,20261011,0.7564102564102564,0.923076923076923,1.0,1.0,5,0.6341463414634146,extra
41,1.0,0.0,20261011,0.3692307692307692,0.7871794871794872,1.0,1.0,4,0.6341463414634146,extra
41,1.0,0.0,20261011,0.3761904761904762,0.5,0.01,0.5,0,0.4878048780487805,extra
41,1.0,0.0,20261011,0.375,0.7445054945054945,1.0,0.0,9,0.6829268292682927,extra
41,1.0,0.0,20261011,0.642512077294686,0.7028985507246377,0.01,0.0,9,0.5609756097560976,extra
41,1.0,0.0,20261011,0.38125,0.5,0.01,0.5,0,0.6097560975609756,extra
41,1.0,0.0,20261011,0.4697802197802198,0.782967032967033,0.1,0.0,9,0.6829268292682927,extra
41,1.0,0.0,20261011,0.6974358974358975,0.7807692307692308,1.0,1.0,3,0.6341463414634146,extra
41,1.0,0.0,20261011,0.5243589743589744,0.5,0.01,0.5,0,0.6341463414634146,extra
41,1.0,0.0,20261011,0.39251207729468596,0.6533816425120773,0.1,0.5,1,0.5609756097560976,extra
41,1.0,0.0,20261011,0.42528735632183906,0.7068965517241379,1.0,0.5,7,0.7073170731707317,extra
41,1.0,0.0,20261011,0.5423280423280423,0.8174603174603174,1.0,1.0,6,0.6585365853658537,extra
41,1.0,0.0,20261011,0.6181318681318682,0.8296703296703297,1.0,1.0,6,0.6829268292682927,extra
41,1.0,0.0,20261011,0.44848484848484843,0.5,0.01,0.5,0,0.7317073170731707,extra
41,1.0,0.0,20261011,0.463768115942029,0.5,0.01,0.5,0,0.5609756097560976,extra
41,1.0,0.0,20261011,0.5294871794871795,0.7333333333333334,0.01,0.0,9,0.6341463414634146,extra
41,1.0,0.0,20261011,0.33253588516746413,0.7081339712918661,0.01,0.0,9,0.5365853658536586,extra
41,1.0,0.0,20261011,0.6903225806451613,0.7032258064516129,0.01,0.0,9,0.7560975609756098,extra
41,1.0,0.0,20261011,0.4404761904761905,0.6640211640211641,0.01,0.0,9,0.6585365853658537,extra
41,1.0,0.0,20261011,0.6483253588516747,0.7081339712918661,0.1,0.5,1,0.5365853658536586,extra
41,1.0,0.0,20261011,0.47966507177033496,0.5,0.01,0.5,0,0.5365853658536586,extra
41,1.0,0.0,20261011,0.5153846153846154,0.5,0.01,0.5,0,0.6341463414634146,extra
41,1.0,0.0,20261011,0.4533492822966508,0.5,0.01,0.5,0,0.5365853658536586,extra
41,1.0,0.0,20261011,0.69377990430622,0.8277511961722488,0.1,0.0,9,0.5365853658536586,extra
41,1.0,0.0,20261011,0.4915458937198067,0.7898550724637681,1.0,0.0,9,0.5609756097560976,extra
41,1.0,0.0,20261011,0.35714285714285715,0.5,0.01,0.5,0,0.4878048780487805,extra
41,1.0,0.0,20261011,0.4725,0.73,1.0,1.0,6,0.6097560975609756,extra
41,1.0,0.0,20261011,0.3961352657004831,0.5,0.01,0.5,0,0.5609756097560976,extra
41,1.0,0.0,20261011,0.4841954022988506,0.7557471264367817,1.0,1.0,3,0.7073170731707317,extra
41,1.0,0.0,20261011,0.7298850574712643,0.9568965517241379,1.0,0.0,9,0.7073170731707317,extra
41,1.0,0.0,20261011,0.5909090909090908,0.7440191387559809,0.01,0.0,9,0.4634146341463415,extra
41,1.0,0.0,20261011,0.6620879120879121,0.8269230769230769,1.0,1.0,5,0.6829268292682927,extra
41,1.0,0.0,20261011,0.4666666666666667,0.8151515151515153,1.0,1.0,5,0.7317073170731707,extra
41,1.0,0.0,20261011,0.6005291005291005,0.8703703703703703,1.0,0.5,8,0.6585365853658537,extra
41,1.0,0.0,20261011,0.5151515151515151,0.5,0.01,0.5,0,0.7317073170731707,extra
41,1.0,0.0,20261011,0.5576923076923077,0.5,0.01,0.5,0,0.6341463414634146,extra
41,1.0,0.0,20261011,0.330952380952381,0.5,0.01,0.5,0,0.4878048780487805,extra
41,1.0,0.0,20261011,0.45329670329670335,0.7994505494505495,1.0,1.0,6,0.6829268292682927,extra
41,1.0,0.0,20261011,0.4384057971014492,0.78743961352657,0.1,0.0,9,0.5609756097560976,extra
41,1.0,0.0,20261011,0.4312169312169313,0.5,0.01,0.5,0,0.6585365853658537,extra
41,1.0,0.0,20261011,0.382183908045977,0.7672413793103449,1.0,1.0,6,0.7073170731707317,extra
41,1.0,0.0,20261011,0.45105820105820105,0.7301587301587301,1.0,1.0,5,0.6585365853658537,extra
41,1.0,0.0,20261011,0.545,0.765,1.0,1.0,4,0.6097560975609756,extra
41,1.0,0.0,20261011,0.3455882352941177,0.8406862745098039,1.0,0.5,6,0.5853658536585366,extra
41,1.0,0.0,20261011,0.5317460317460317,0.6587301587301587,0.01,0.0,9,0.6585365853658537,extra
41,1.0,0.0,20261011,0.4272727272727273,0.7,0.01,0.0,9,0.7317073170731707,extra
41,1.0,0.0,20261011,0.4770114942528736,0.5,0.01,0.5,0,0.7073170731707317,extra
41,1.0,0.0,20261011,0.4756410256410256,0.6230769230769231,0.01,0.0,9,0.6341463414634146,extra
41,1.0,0.0,20261011,0.3910256410256411,0.8256410256410256,1.0,0.0,9,0.6341463414634146,extra
41,1.0,0.0,20261011,0.6703296703296704,0.8653846153846154,1.0,1.0,5,0.6829268292682927,extra
41,1.0,0.0,20261011,0.7870967741935484,0.832258064516129,0.01,0.0,9,0.7560975609756098,extra
41,1.0,0.0,20261011,0.3611111111111111,0.7101449275362319,0.01,0.0,9,0.5609756097560976,extra
41,1.0,0.0,20261011,0.47625,0.5,0.01,0.5,0,0.6097560975609756,extra
41,1.0,0.0,20261011,0.4690476190476191,0.5,0.01,0.5,0,0.5121951219512195,extra
41,1.0,0.0,20261011,0.7705314009661836,0.8454106280193237,0.01,0.0,9,0.5609756097560976,extra
41,1.0,0.0,20261011,0.39125,0.73,1.0,1.0,5,0.6097560975609756,extra
41,1.0,0.0,20261011,0.43253968253968256,0.5,0.01,0.5,0,0.6585365853658537,extra
41,1.0,0.0,20261011,0.4841954022988506,0.6436781609195402,0.01,0.0,9,0.7073170731707317,extra
41,1.0,0.0,20261011,0.6875,0.7949999999999999,0.1,0.5,1,0.6097560975609756,extra
41,1.0,0.0,20261011,0.5477941176470589,0.5,0.01,0.5,0,0.5853658536585366,extra
41,1.0,0.0,20261011,0.5082417582417582,0.5,0.01,0.5,0,0.6829268292682927,extra
41,1.0,0.0,20261011,0.46749999999999997,0.5,0.01,0.5,0,0.6097560975609756,extra
41,1.0,0.0,20261011,0.44047619047619047,0.5,0.01,0.5,0,0.6585365853658537,extra
41,1.0,0.0,20261011,0.3915343915343915,0.5,0.01,0.5,0,0.6585365853658537,extra
41,1.0,0.0,20261011,0.4925,0.7125,0.1,0.5,1,0.6097560975609756,extra
41,1.0,0.0,20261011,0.5362499999999999,0.78,1.0,1.0,5,0.6097560975609756,extra
41,1.0,0.0,20261011,0.45054945054945056,0.7802197802197802,1.0,1.0,6,0.6829268292682927,extra
41,1.0,0.0,20261011,0.5454545454545454,0.8598484848484849,1.0,1.0,4,0.8048780487804879,extra
41,1.0,0.0,20261011,0.6282051282051282,0.858974358974359,1.0,0.5,9,0.6341463414634146,extra
41,1.0,0.0,20261011,0.4669312169312169,0.5,0.01,0.5,0,0.6585365853658537,extra
41,1.0,0.0,20261011,0.3836206896551725,0.7816091954022988,1.0,0.5,6,0.7073170731707317,extra
41,1.0,0.0,20261011,0.59375,0.855,1.0,0.0,9,0.6097560975609756,extra
41,1.0,0.0,20261011,0.5906593406593407,0.7967032967032968,0.1,0.0,9,0.6829268292682927,extra
41,1.0,0.0,20261011,0.42692307692307696,0.5,0.01,0.5,0,0.6341463414634146,extra
41,1.0,0.0,20261011,0.42307692307692313,0.7747252747252747,1.0,0.5,6,0.6829268292682927,extra
41,1.0,0.0,20261011,0.40897435897435896,0.6717948717948719,0.01,0.0,9,0.6341463414634146,extra
41,1.0,0.0,20261011,0.4641025641025641,0.7692307692307693,0.1,0.0,9,0.6341463414634146,extra
41,1.0,0.0,20261011,0.6813186813186813,0.8104395604395604,0.1,0.0,9,0.6829268292682927,extra
41,1.0,0.0,20261011,0.4516908212560386,0.7681159420289855,0.1,0.0,9,0.5609756097560976,extra
41,1.0,0.0,20261011,0.5095238095238095,0.5,0.01,0.5,0,0.5121951219512195,extra
41,1.0,0.0,20261011,0.3666666666666667,0.5,0.01,0.5,0,0.4878048780487805,extra
41,1.0,0.0,20261011,0.5344827586206897,0.7959770114942528,0.1,0.0,9,0.7073170731707317,extra
41,1.0,0.0,20261011,0.678743961352657,0.8502415458937198,0.1,0.5,3,0.5609756097560976,extra
41,1.0,0.0,20261011,0.3903225806451613,0.5,0.01,0.5,0,0.7560975609756098,extra
41,1.0,0.0,20261011,0.5461538461538461,0.6923076923076923,0.1,0.5,1,0.6341463414634146,extra
41,1.0,0.0,20261011,0.45000000000000007,0.5,0.01,0.5,0,0.6097560975609756,extra
41,1.0,0.0,20261011,0.5272727272727272,0.8484848484848485,1.0,0.5,8,0.7317073170731707,extra
41,1.0,0.0,20261011,0.471264367816092,0.7701149425287357,1.0,0.0,9,0.7073170731707317,extra
41,1.0,0.0,20261011,0.45375,0.8300000000000001,1.0,1.0,5,0.6097560975609756,extra
41,1.0,0.0,20261011,0.4522058823529412,0.5,0.01,0.5,0,0.5853658536585366,extra
41,1.0,0.0,20261011,0.3140096618357488,0.6521739130434783,0.01,0.0,9,0.5609756097560976,extra
41,1.0,0.0,20261011,0.42149758454106284,0.6086956521739131,0.01,0.0,9,0.5609756097560976,extra
41,1.0,0.0,20261011,0.5747126436781609,0.8017241379310345,1.0,1.0,6,0.7073170731707317,extra
41,1.0,0.0,20261011,0.5114942528735632,0.8247126436781609,1.0,0.5,8,0.7073170731707317,extra
41,1.0,0.0,20261011,0.46568627450980393,0.5,0.01,0.5,0,0.5853658536585366,extra
41,1.0,0.0,20261011,0.5211640211640212,0.7195767195767195,0.01,0.0,9,0.6585365853658537,extra
41,1.0,0.0,20261011,0.37318840579710144,0.5,0.01,0.5,0,0.5609756097560976,extra
41,1.0,0.0,20261011,0.5164835164835164,0.5,0.01,0.5,0,0.6829268292682927,extra
41,1.0,0.0,20261011,0.5475,0.8125,1.0,0.0,9,0.6097560975609756,extra
41,1.0,0.0,20261011,0.503030303030303,0.6393939393939394,0.01,0.0,9,0.7317073170731707,extra
41,1.0,0.0,20261011,0.3047619047619048,0.5,0.01,0.5,0,0.5121951219512195,extra
120,1.0,0.0,20261011,0.39621489621489625,0.5,0.01,0.5,0,0.65,extra
120,1.0,0.0,20261011,0.5188350743906299,0.6967394745172523,1.0,1.0,7,0.675,extra
120,1.0,0.0,20261011,0.46622592699051446,0.6269042828398965,0.01,0.0,9,0.5916666666666667,extra
120,1.0,0.0,20261011,0.4634074074074074,0.5,0.01,0.5,0,0.625,extra
120,1.0,0.0,20261011,0.5552248677248677,0.6957671957671957,1.0,0.5,8,0.7,extra
120,1.0,0.0,20261011,0.44724570096181876,0.5,0.01,0.5,0,0.6083333333333333,extra
120,1.0,0.0,20261011,0.5578289286729186,0.6183574879227054,0.01,0.0,9,0.575,extra
120,1.0,0.0,20261011,0.49066160177271284,0.6229819563152896,0.01,0.0,9,0.675,extra
120,1.0,0.0,20261011,0.546074074074074,0.6903703703703703,0.1,0.0,9,0.625,extra
120,1.0,0.0,20261011,0.52262044653349,0.6856639247943594,0.01,0.0,9,0.6166666666666667,extra
120,1.0,0.0,20261011,0.5909744179361885,0.7070997413049727,0.1,0.0,9,0.5916666666666667,extra
120,1.0,0.0,20261011,0.5,0.5,0.01,0.5,0,0.625,extra
120,1.0,0.0,20261011,0.5311871227364185,0.7004886461626905,0.1,0.0,9,0.5916666666666667,extra
120,1.0,0.0,20261011,0.5004406580493537,0.6274970622796711,0.1,0.5,4,0.6166666666666667,extra
120,1.0,0.0,20261011,0.556923076923077,0.6718881118881119,1.0,0.0,9,0.5416666666666666,extra
120,1.0,0.0,20261011,0.4601139601139601,0.5891104779993669,0.01,0.0,9,0.675,extra
120,1.0,0.0,20261011,0.5338093850189449,0.7003788982803847,1.0,0.0,9,0.6083333333333333,extra
120,1.0,0.0,20261011,0.5,0.5,0.01,0.5,0,0.5583333333333333,extra
120,1.0,0.0,20261011,0.4912605042016806,0.6231932773109243,1.0,0.5,7,0.7083333333333334,extra
120,1.0,0.0,20261011,0.4929024463908185,0.6010268800966475,0.1,0.5,1,0.6416666666666667,extra
120,1.0,0.0,20261011,0.5511428571428572,0.628,0.1,0.5,4,0.5833333333333334,extra
120,1.0,0.0,20261011,0.451974992895709,0.5,0.01,0.5,0,0.575,extra
120,1.0,0.0,20261011,0.4317690645260884,0.6145415251620872,0.1,0.5,2,0.6583333333333333,extra
120,1.0,0.0,20261011,0.5654328184202857,0.649519090644127,0.1,0.5,3,0.6083333333333333,extra
120,1.0,0.0,20261011,0.4711330657610373,0.6048163013275702,0.01,0.0,9,0.6583333333333333,extra
120,1.0,0.0,20261011,0.4764421624886741,0.5,0.01,0.5,0,0.6416666666666667,extra
120,1.0,0.0,20261011,0.5626446759259259,0.6096643518518519,0.1,0.5,3,0.6,extra
120,1.0,0.0,20261011,0.6655405405405405,0.700352526439483,0.1,1.0,1,0.6166666666666667,extra
120,1.0,0.0,20261011,0.45599999999999996,0.5,0.01,0.5,0,0.5833333333333334,extra
120,1.0,0.0,20261011,0.5039347129116876,0.5,0.01,0.5,0,0.6083333333333333,extra
120,1.0,0.0,20261011,0.4219259259259259,0.5925925925925926,0.1,0.5,1,0.625,extra
120,1.0,0.0,20261011,0.5269999999999999,0.6839999999999999,0.01,0.0,9,0.5833333333333334,extra
120,1.0,0.0,20261011,0.56125,0.701875,1.0,1.0,8,0.6666666666666666,extra
120,1.0,0.0,20261011,0.408234126984127,0.5,0.01,0.5,0,0.7,extra
120,1.0,0.0,20261011,0.4382006323656223,0.5,0.01,0.5,0,0.5916666666666667,extra
120,1.0,0.0,20261011,0.46428571428571425,0.5,0.01,0.5,0,0.7,extra
120,1.0,0.0,20261011,0.5096944770857814,0.5,0.01,0.5,0,0.6166666666666667,extra
