n,tau,d,semilla,auc_cv,auc_resub,C,l1_ratio,n_coef_no_cero,tasa
41,1.0,0.0,20260711,0.6216931216931217,0.7063492063492063,0.01,0.0,9,0.6585365853658537
41,1.0,0.0,20260711,0.44736842105263164,0.791866028708134,1.0,0.0,9,0.5365853658536586
41,1.0,0.0,20260711,0.505,0.6525,0.1,0.5,1,0.6097560975609756
41,1.0,0.0,20260711,0.463235294117647,0.5,0.01,0.5,0,0.5853658536585366
41,1.0,0.0,20260711,0.6813186813186813,0.7335164835164835,0.1,0.5,1,0.6829268292682927
41,1.0,0.0,20260711,0.5012254901960784,0.6593137254901962,0.1,0.5,1,0.5853658536585366
41,1.0,0.0,20260711,0.716931216931217,0.8571428571428571,1.0,1.0,5,0.6585365853658537
41,1.0,0.0,20260711,0.3653846153846154,0.5,0.01,0.5,0,0.6829268292682927
41,1.0,0.0,20260711,0.4612903225806452,0.9096774193548387,1.0,0.0,9,0.7560975609756098
41,1.0,0.0,20260711,0.4833333333333334,0.658974358974359,0.01,0.0,9,0.6341463414634146
41,1.0,0.0,20260711,0.45125000000000004,0.5,0.01,0.5,0,0.6097560975609756
41,1.0,0.0,20260711,0.47671568627450983,0.5,0.01,0.5,0,0.5853658536585366
41,1.0,0.0,20260711,0.5848484848484847,0.8090909090909091,1.0,1.0,5,0.7317073170731707
41,1.0,0.0,20260711,0.5603864734299517,0.6521739130434783,0.01,0.0,9,0.43902439024390244
41,1.0,0.0,20260711,0.3552631578947369,0.5,0.01,0.5,0,0.5365853658536586
41,1.0,0.0,20260711,0.48803827751196177,0.5,0.01,0.5,0,0.5365853658536586
41,1.0,0.0,20260711,0.5072463768115942,0.7608695652173914,1.0,0.5,8,0.5609756097560976
41,1.0,0.0,20260711,0.4641025641025641,0.7564102564102564,0.1,0.0,9,0.6341463414634146
41,1.0,0.0,20260711,0.3973429951690821,0.5,0.01,0.5,0,0.43902439024390244
41,1.0,0.0,20260711,0.5956937799043063,0.8325358851674642,1.0,0.0,9,0.5365853658536586
41,1.0,0.0,20260711,0.5759803921568628,0.7475490196078431,0.01,0.0,9,0.5853658536585366
41,1.0,0.0,20260711,0.4227053140096618,0.6570048309178744,0.01,0.0,9,0.5609756097560976
41,1.0,0.0,20260711,0.46749999999999997,0.815,1.0,1.0,7,0.6097560975609756
41,1.0,0.0,20260711,0.5244252873563218,0.5,0.01,0.5,0,0.7073170731707317
41,1.0,0.0,20260711,0.6318681318681318,0.804945054945055,1.0,1.0,5,0.6829268292682927
41,1.0,0.0,20260711,0.4125,0.69,0.1,0.0,9,0.6097560975609756
41,1.0,0.0,20260711,0.507183908045977,0.5,0.01,0.5,0,0.7073170731707317
41,1.0,0.0,20260711,0.34750000000000003,0.5,0.01,0.5,0,0.6097560975609756
41,1.0,0.0,20260711,0.4497549019607843,0.7965686274509804,1.0,0.0,9,0.5853658536585366
41,1.0,0.0,20260711,0.6322751322751322,0.8835978835978836,1.0,0.0,9,0.6585365853658537
41,1.0,0.0,20260711,0.7243589743589745,0.8384615384615385,0.1,0.5,2,0.6341463414634146
41,1.0,0.0,20260711,0.6402116402116402,0.5,0.01,0.5,0,0.6585365853658537
41,1.0,0.0,20260711,0.6136363636363635,0.9242424242424243,1.0,1.0,5,0.8048780487804879
41,1.0,0.0,20260711,0.4537037037037037,0.7883597883597884,1.0,0.5,7,0.6585365853658537
41,1.0,0.0,20260711,0.463768115942029,0.7367149758454106,0.01,0.0,9,0.5609756097560976
41,1.0,0.0,20260711,0.4580645161290323,0.9032258064516129,1.0,0.0,9,0.7560975609756098
41,1.0,0.0,20260711,0.39950980392156865,0.5,0.01,0.5,0,0.5853658536585366
41,1.0,0.0,20260711,0.441025641025641,0.7897435897435897,1.0,1.0,6,0.6341463414634146
41,1.0,0.0,20260711,0.7829670329670331,0.9093406593406593,1.0,0.0,9,0.6829268292682927
41,1.0,0.0,20260711,0.5925925925925926,0.7962962962962963,1.0,0.0,9,0.6585365853658537
41,1.0,0.0,20260711,0.4225,0.7025,0.1,0.5,1,0.6097560975609756
41,1.0,0.0,20260711,0.5454545454545455,0.8515151515151514,1.0,0.0,9,0.7317073170731707
41,1.0,0.0,20260711,0.6256038647342995,0.8333333333333334,1.0,0.5,8,0.5609756097560976
41,1.0,0.0,20260711,0.6435897435897435,0.7256410256410256,0.01,0.0,9,0.6341463414634146
41,1.0,0.0,20260711,0.638888888888889,0.8854166666666666,0.1,0.0,9,0.7804878048780488
41,1.0,0.0,20260711,0.5794871794871795,0.7769230769230769,0.1,0.0,9,0.6341463414634146
41,1.0,0.0,20260711,0.5014367816091954,0.6206896551724138,0.01,0.0,9,0.7073170731707317
